name,category_code,short_description,status,founded_year,funding_rounds,funding_total_usd,country_code,cluster,x,y,traction_score
Fundraise.com,web,"Fundraise.com is an online, peer-to-peer fundraising platform that allows users to create and manage their online fundraising activities.",operating,2011.0,2,1450000.0,USA,5,-0.121045224,0.1459617,56.1
TRData,finance,"TRData is a financial platform designed for professional traders, brokers and analytics.",operating,2009.0,6,466323.0,GBR,1,-0.001144059,0.12270187,60.4
LaunchBit,advertising,LaunchBit is an advertising platform for B2B professionals to target audiences via email newsletters and niche blogs.,operating,2011.0,1,960000.0,USA,2,-0.17894995,0.057373125,53.3
AssureRx Health,medical,Assurex Health offers a medicine platform technology for clinicians to determine drugsfor patients with chronic medical conditions.,operating,2006.0,4,39500000.0,USA,0,0.39519244,-0.13714932,61.9
Limk,advertising,"Limk is a content distribution and a discovery platform, helping websites grow traffic while reaching highly engaged audiences.",operating,2011.0,3,140000.0,USA,2,-0.17722139,0.044641066,53.9
Warby Parker,ecommerce,Warby Parkerdesigns and sells vintage-inspired style eyeglasses and sunglasses.,operating,2010.0,3,56000000.0,USA,3,0.054960575,0.060411293,63.8
FlowJob,other,FlowJob was an online marketplace that connected customers with rated local service providers.,closed,2010.0,1,86548.0,GBR,5,-0.12766469,0.27094972,38.2
Maison Academia,fashion,Maison Academia is an Italian-based fashion brand providing mentoring and technical support for emerging designers.,operating,2011.0,1,646500.0,ITA,3,0.11974658,0.07718693,52.6
Curebit,social,Curebit is a social referral platform for online stories and subscriptions.,operating,2010.0,2,1200000.0,USA,2,-0.094382085,-0.10361478,54.9
Powermat Technologies,mobile,"Powermat Technologies develops wireless energy transfer solutions for consumers, original equipment manufacturers, and public places.",operating,2007.0,1,0.0,,3,0.122132294,-0.027420871,25.6
Travelmenu,travel,Travelmenu is an online travel company focused on B2B corporate and B2C market segments.,operating,2006.0,3,4600000.0,RUS,5,-0.09041651,0.21120596,56.1
Intelimax Media,games_video,Intelimax is a media and advertising company engaged in the development of industry-specific web sites on new media and online games.,operating,2006.0,1,55000.0,CAN,1,-0.04557275,0.010435272,44.2
LetsBuy.com,ecommerce,Letsbuy.com is an online media company operating a retail website of electronics.,acquired,2009.0,1,6000000.0,,2,-0.13191119,0.121072225,53.0
Sococo,enterprise,Sococo offers a virtual office where business teams can interact with one another wherever they are.,operating,2007.0,4,12258618.0,USA,1,-0.08611225,0.091928065,60.7
RevoDeals,web,RevoDeals was a virtual 'battle of the bands' that helped music lovers discover new artists and gave exposure to up-and-coming artists.,closed,2010.0,1,25000.0,USA,2,-0.044544987,-0.014615286,36.0
Sarsys,software,Sarsys was a software factory with an open source and secure-focused strategy for its clients.,closed,2004.0,1,10000.0,,1,0.13218163,0.11247752,29.6
GreenGoose!,hardware,"GreenGoose creates sensors and applications that tracks and stores real life acts in a database, with a reward system for positive acts.",closed,2010.0,2,1200000.0,USA,1,-0.05717609,-0.0444165,44.9
Optaros,consulting,"Optaros provides technology-based, creative digital commerce solutions that help clients deliver the ultimate omni-channel experience.",operating,2004.0,5,38500000.0,USA,5,-0.029902585,0.150453,62.3
AngelList,other,AngelList is a community of start-ups and investors who make fundraising efficient.,operating,2010.0,1,24000000.0,USA,5,-0.08632595,0.21932803,58.3
HotelUrbano.com,travel,"Hotelurbano.com provides information on tourist destinations in Brazil and Latin America, supporting the growth of the tourism sector.",operating,2011.0,3,35000000.0,BRA,5,-0.1300919,0.07072613,63.7
G2Link,finance,"G2Link provides a secure, web-based monitoring service that tracks the user's key business relationships in one place.",operating,2010.0,1,0.0,USA,1,-0.19442365,0.041233283,28.0
Key Ring,mobile,Key Ring is a smartphone app that enables users to consolidate all their cards and coupons.,acquired,2008.0,1,1750000.0,USA,4,-0.07503895,-0.11310764,50.0
Fresenius Medical Care,biotech,Fresenius Medical Care provides dialysis treatment for those with chronic kidney diseases.,operating,1996.0,4,32406631.0,DEU,0,0.28216392,-0.098570205,53.6
Pipedrive,software,Pipedrive is a CRM-replacing deal management tool that helps active deal makers organize and close their deals in less time.,operating,2010.0,2,3400000.0,USA,1,0.008280195,0.21072145,56.8
zuuka!,mobile,"The iStoryTime library app offers a wide selection ofnarrated childrens storybooks, kids' films, TV shows and other classic stories.",operating,2009.0,2,0.0,USA,2,-0.16604245,-0.12873143,29.2
Spotware Systems / cTrader,software,cTrader is a neutral technology provider specializing in electronic trading within money markets and foreign exchange.,operating,2010.0,1,15973200.0,GBR,5,0.11501077,0.11141321,57.5
Hopscot.ch,messaging,Hopscot.ch is a peer-to-peer video chat community where users can create or join live topic-specific events.,closed,2010.0,1,50000.0,USA,2,-0.20988989,-0.12723665,37.3
Sequent,software,Sequent provides NFC software and services platform that enables users to download payment cards and other credentials on mobile devices.,operating,2010.0,2,12000000.0,USA,4,-0.062361233,0.015443306,59.0
Bigcommerce,ecommerce,Bigcommerce is an e-commerce platform for fast-growth businesses to easily launch professional online stores.,operating,2009.0,3,75000000.0,AUS,5,-0.08753138,0.35239285,63.5
Anastasia Date,web,Anastasia Date is an online dating service that connects users with compatible women from around the world.,operating,1993.0,0,0.0,USA,5,-0.07550771,0.0029110634,12.4
Sphere Fluidics,biotech,"Sphere Fluidics develops products for use in single cell analysis and characterization, and provides associated collaborative R&D services.",operating,2010.0,1,2474615.0,GBR,0,0.36321864,-0.059569664,54.2
CurrencyFair,finance,CurrencyFair is a P2P online marketplace enabling individuals and businesses to exchange currencies and send funds to bank accounts.,operating,2009.0,7,4785316.0,IRL,5,-0.10744109,0.12490165,66.6
Equities.com,social,Equities.com is an interactive financial community and resource platform providing investment ideas and research analysis data.,operating,,1,76000.0,USA,5,-0.08652457,0.28265354,42.0
Cupid plc,web,Cupid offers a network of online dating sites that enable members to find their perfect match.,acquired,2005.0,0,0.0,GBR,2,-0.2518738,-0.10044107,20.0
Touchstorm,advertising,Touchstorm is an online video content marketing platform that produces video contents for brands and agencies.,operating,2008.0,1,500000.0,USA,4,-0.14201945,-0.22768737,49.8
Moneylib,other,Moneylib is a mobile application that enables pictures and videos to be shared and monetized.,operating,2012.0,1,265000.0,USA,4,-0.25485548,-0.1074058,51.8
Smore,web,"Smore allows its users to design single-page websitesfor marketing an app, promoting an event or selling a product.",operating,2011.0,2,425000.0,USA,2,-0.2559788,0.051583707,53.9
Rip it Films,games_video,Rip it Films offers an online editing system that allows users to use clips from Hollywood films and create and direct their own movies.,closed,2010.0,1,159352.0,GBR,2,-0.072093435,-0.08108529,39.3
Time Warner Cable,news,Time Warner Cable is an American cable telecommunications company offering a wide range of home entertainment and information choices.,ipo,1989.0,0,0.0,USA,3,0.01128047,0.08155899,9.2
Acteva,web,Acteva is an event registration service provider for event organizers that automates event registration process.,operating,1998.0,0,0.0,USA,1,0.015185364,0.019898336,16.4
Pipewise,enterprise,Pipewise offers user relationship management solutions for cloud-based companies that connects with customers via web and mobile channels.,closed,2010.0,1,3500000.0,USA,1,-0.12923187,0.052628685,44.8
FOURward Thought,consulting,FOURward Thought was a consultancy for small businesses.,closed,2010.0,1,4000.0,,3,0.090086654,0.25789586,32.8
Atzip,web,Atzip is an online portal that enabled its users to find people with common ground.,closed,,1,614000.0,,2,-0.17827067,-0.014894685,35.7
InsightSquared,analytics,InsightSquared provides Salesforce analytics solutions that enable SMBs to maximize sales and increase team productivity.,operating,2010.0,3,13500000.0,USA,1,-0.06928871,0.101429746,61.2
AFCV Holdings,hardware,AFCV Holdings develops and operates a broad range of consumer internet technologies.,operating,2007.0,1,8000000.0,,3,0.050398797,0.15938959,53.9
Ustream,games_video,Ustream provides a video technology platform for live business communications.,operating,2007.0,3,60100000.0,USA,2,-0.13490212,-0.06436473,61.5
AtlanteTrek,software,"AtlanteTrek is an online platform for social media managers and marketers to monitor, analyze and the measure success of their campaigns.",closed,2009.0,1,50000.0,USA,2,-0.24476814,-0.019416107,36.5
Depositphotos,web,"Depositphotos is a creative content marketplace that allows users to buy and sell high-quality stock photos, vector images and videos.",operating,2009.0,1,3000000.0,USA,2,-0.12060847,0.01051591,53.8
ShuttleCloud,enterprise,"ShuttleCloud is a technology company specializing in cloud-based data migration, analysis and product storage.",operating,2010.0,3,1048000.0,ESP,1,0.0476981,0.1486871,56.7
Jagex,games_video,Jagex develops and publishes online games.,operating,2001.0,1,0.0,GBR,2,-0.13847151,0.005277687,20.8
Endwave Corporation,semiconductor,"Endwave Corporation designs, manufactures and markets high frequency RF solutions and semiconductor products.",acquired,,0,0.0,USA,3,0.09580165,0.13809185,18.0
Rockbot (formerly Roqbot),mobile,Rockbot is a social music platform that offers a virtual jukebox solution through internet-connected devices for businesses.,operating,2010.0,2,1200000.0,USA,2,-0.1976394,-0.15954824,54.9
Arsanis,biotech,Arsanis is a biosciences company developing infectious disease treatments based on bacterial protein and carbohydrate antigens.,operating,2010.0,2,30000000.0,AUT,0,0.34120622,0.0230042,60.7
Zerply,web,"Zerply is a networkdesigned for professionals in the entertainment industry, connecting talent with creative companies.",operating,2010.0,2,700000.0,USA,2,-0.08509969,-0.008983707,54.0
dotCloud,software,"DotCloud is a second generation PaaS platform that is the commercial entity behind Docker, an open source app portability project.",operating,2008.0,3,13679150.0,USA,1,0.001798138,-0.06570445,59.7
Hummingbird Ventures,finance,Hummingbird Ventures funds IT and digital media companies.,operating,2000.0,0,0.0,BEL,2,-0.06869873,0.14814775,18.0
Yatown,social,"Yatown is a neighborhood social network that connects individuals with their neighbors, and allows them to share information.",closed,2010.0,2,330000.0,USA,2,-0.2515579,-0.09405731,42.6
VC VISION,consulting,VC Vision enables individuals and groups to connect with potential investors in order to gain funding for start-ups and projects.,closed,2009.0,1,3500000.0,USA,3,0.008907624,0.15060478,44.0
uKnow Corporation,advertising,uKnow provides targeting and optimization solutions to create brand-safe custom distribution channels for advertising campaigns.,operating,2008.0,2,815830.0,USA,5,-0.055850677,0.15137011,52.6
OpenSignal,mobile,OpenSignal offers an Android app that creates accurate cellular signal maps based on real-world usage data.,operating,2010.0,0,0.0,USA,4,-0.16065007,-0.33088252,26.0
GoTunes,music,GoTunes was a worldwide music digital distribution company for upcoming artists who were in need of financing.,closed,2010.0,1,50000.0,,5,-0.07964971,0.15986069,37.3
UTILICASE,cleantech,UTILICASE provides business applications and IT solutions for strategic operations in the energy industry.,closed,1994.0,1,5000000.0,CAN,3,0.14453885,0.195472,32.7
Hazelcast,software,"Hazelcast is an open source, in-memory data grid and highly scalable data distribution platform for Java.",operating,2008.0,1,2500000.0,USA,1,-0.045322858,0.079816565,52.6
Symphony Commerce (formerly Sneakpeeq),ecommerce,Symphony offers a portfolio of solutions for creating great products and connecting with customers.,operating,2010.0,4,17544997.0,USA,5,-0.1424604,0.12821655,63.7
Personify Inc,software,Personify Inc.is a software-based web platform that provides immersive teleconferencing and video conference solutions.,operating,2009.0,5,6887193.0,USA,2,-0.10294125,-0.054422177,63.2
Vungle,mobile,Vungle helps mobile application developers promote and monetize their apps through in-app video trailers.,operating,2011.0,2,8500000.0,USA,4,-0.19969147,-0.23719251,59.2
ThingWorx,software,ThingWorx offers a software platform that allows developers to build and run machine-to-machine and IoT-based applications.,operating,2009.0,2,12999977.0,USA,1,-0.047132753,-0.121006444,58.4
KissMyAds,mobile,"KissMyAds provides publishers, advertisers and app developers with the network and technology to monetize their mobile traffic.",operating,2011.0,1,0.0,DEU,4,-0.21992415,-0.14471224,28.8
Medgenics,biotech,Medgenics is a clinical-stage biopharmaceutical company developing proprietary platform technology.,operating,,1,9529196.0,USA,0,0.4308803,-0.122718826,50.6
Simply Measured,analytics,Simply Measured provides social media analytics and measurements for data-driven agencies and brands.,operating,2010.0,3,8750000.0,USA,2,-0.16377503,0.06054807,60.5
Pixonic,games_video,Pixonic develops and publishes games for various mobile platforms and Mac.,operating,2009.0,2,10000000.0,RUS,4,-0.050376125,-0.22848007,57.9
OPEN Media Technologies,advertising,"OPEN Media Technologies provide display advertising technology that transforms click away banners into rich, interactive channels.",operating,2009.0,1,0.0,GBR,2,-0.10235528,-0.1017115,27.2
FOODSCROOGE,ecommerce,FOODSCROOGE leverages group and bulk buying to allow clients to buy high value food items directly from the manufacturer and save money.,closed,2010.0,1,200554.0,CAN,5,-0.07156045,0.3074555,39.7
American Glass Products Company,other,"American Glass Products Company develops security glass products, including tempered and laminated, bullet resistant and specialty glass.",operating,1965.0,0,0.0,USA,3,0.20490496,0.16074376,-10.0
HotelTonight,mobile,HotelTonight is amobile hotel booking application that allows users to find and reserve same-day hotel rooms from their smartphones.,operating,2010.0,4,80685000.0,USA,4,-0.15449032,-0.07250436,66.4
NuScriptRx,medical,NuScriptRX is an institutional pharmacy serving long-term care facilities and their patients.,operating,2007.0,3,18000000.0,USA,0,0.40318567,-0.0118131135,59.3
Virgin USA,public_relations,"Virgin USA is an investment group focused on thefields of mobile telephony, travel, finance, leisure, music, holidays and health.",operating,2001.0,0,0.0,USA,3,0.010054305,0.029572971,18.8
MobileDevHQ,analytics,MobileDevHQ develops SaaS for mobile app publishers that helps them analyze and optimize their unpaid app marketing channels.,operating,2009.0,4,1050000.0,USA,4,-0.15473658,-0.08051564,57.9
Smart Furniture,web,SmartFurniture combines web-based visualization technologies and mass-customization to provide personalized furniture products.,operating,2001.0,1,495000.0,USA,5,-0.047518097,-0.0064295568,44.1
Engagor,web,"Engagor is a platform for real-time customer engagement, allowing brands to monitor and manage their social media activities.",operating,2011.0,1,2600000.0,BEL,2,-0.14003658,-0.062249456,55.1
Transphorm,cleantech,Transphorm provides ultra-efficient power-saving modules that reduce electric conversion losses.,operating,2007.0,4,100200000.0,USA,3,0.23779228,0.062090892,64.4
Zeenoh,games_video,"Zeenoh provides end-to-end game development solutions on different platforms such as iOS, Android and the web.",operating,2008.0,2,105000.0,PHL,4,-0.10702812,-0.23555431,49.0
ALPHAThrottle.com,news,AlphaThrottle.com was a software application that fine-tunes data to provide optimum business news coverage.,closed,2011.0,3,250000.0,,2,-0.18269783,-0.011358808,44.9
Channel IQ,software,"Channel IQ is a provider of online retail intelligence, channel management and brand protection solutions to manufacturers and retailers.",operating,2009.0,2,12000000.0,USA,5,-0.030186556,0.09003504,58.2
Buffer,social,Buffer helps users share social media content by scheduling online posts throughout the day.,operating,2010.0,1,400000.0,USA,2,-0.29599762,-0.18064934,51.0
Versly,software,"Versly integrates Microsoft Office applications and links content in documents, spreadsheets, presentations and email.",acquired,2009.0,1,0.0,USA,1,-0.0941278,-0.044067435,25.2
Lesbian Flirts,public_relations,"Lesbian Flirts is a social networking site for lesbian, bisexual and bi-curious women.",operating,,0,0.0,USA,2,-0.18633804,-0.04329945,20.0
Maya's Mom,web,Mayas Mom is a social interactive site enabling parents to share their thoughts via journals and receive general parenting advice.,acquired,,1,1000000.0,USA,2,-0.093601964,-0.10320872,44.6
Cloudwords,enterprise,Cloudwords is a cloud-based platform that helps companies create and distribute multilingual content.,operating,2010.0,2,2400000.0,USA,1,-0.18293384,0.13778895,56.2
Custora,analytics,Custora is an online platform that provides e-commerce marketing teams with information on potential customers.,operating,2011.0,2,0.0,USA,5,-0.1926089,0.27194116,30.8
Blueprint Software Systems,enterprise,Blueprint Software Systems provides requirement management solutions for enterprise application development.,operating,2004.0,2,30200000.0,CAN,1,0.06623364,0.14593852,55.9
Toygaroo.com,ecommerce,Toygaroo is an online toy rental service that connects people who want to exchange or rent out used toys.,closed,2010.0,2,250000.0,USA,5,-0.14467019,0.107170895,42.1
Redeemr,social,"Redeemr was a social loyalty program for brands, celebrities and SMBs to track and monetize social media engagement and customer loyalty.",closed,2011.0,3,250000.0,USA,5,-0.19298884,0.14162424,44.9
Webtalk,social,Webtalk is a social and professional community that provides a viable alternative to both Facebook and Linkedin within a single community.,operating,2010.0,3,1500000.0,USA,2,-0.21905309,-0.053148158,57.3
Pando Networks,games_video,Pando Networks is a peer-to-peer media distribution company improving the delivery performance of online media assets.,operating,2004.0,2,11000000.0,USA,2,-0.13813978,0.072799996,54.1
NeighborMD,biotech,"NeighborMD, a subsidiary of TriStar Health System, develops and operates urgent care centers.",operating,2010.0,1,2080112.0,USA,0,0.23665461,-0.09525421,53.9
Define My Style,web,Define My Style is a teen style-centric community offering the tools and connections for young designers and entrepreneurs.,closed,2010.0,1,690000.0,USA,2,-0.11407321,0.11600733,41.9
Funium,games_video,Funium develops games for Facebook.,closed,2010.0,3,3050000.0,USA,2,-0.25468206,-0.19564989,48.6
Ninua,web,"Ninua develops social media applications such as Symphony Tools, which helps businesses in managing their social media presence.",operating,2007.0,4,750000.0,USA,2,-0.2349878,-0.07682852,55.7
Artfinder,web,Artfinder is an online marketplace for people to discover and buy paintings from international artists and galleries.,operating,2010.0,0,0.0,GBR,5,-0.06296026,0.11717683,26.0
MeetMe,travel,MeetMe was an online application that allowed users to create a virtual passport and take virtual trips around the world.,closed,2010.0,1,150000.0,USA,2,-0.18021637,-0.10826248,39.2
Axel Springer,news,"Axel Springer is a media company engaged in publishing newspapers, magazines and digital sales channels.",operating,2006.0,0,0.0,DEU,2,-0.013495699,0.1016579,22.8
BONDS.COM,finance,"BONDS.COM is a comprehensive, subscription-free online trading platform serving institutional fixed income investors.",operating,2013.0,2,23100000.0,USA,5,-0.07570975,0.14805579,62.6
BlackLine Systems,software,BlackLine is a companyproviding enterprise-wide software applications that automate financial processes of businesses.,operating,2001.0,1,0.0,USA,1,0.055537604,0.23085189,20.8
Scuttledog,social,Scuttledog generated a tool that enabled users to gather information from all their social network sites and combine them into one site.,operating,2010.0,1,125000.0,,2,-0.2512858,-0.092222914,48.9
Astro Ape,games_video,Astro Ape is a mobile social game developer.,closed,2009.0,1,0.0,USA,4,-0.1276922,-0.2524575,17.2
iZettle,software,"iZettle, a mobile payments company, offers services for person-to-person and business-to-consumer e-commerce transactions.",operating,2010.0,2,46717120.0,SWE,5,-0.15979022,0.04675229,61.4
410 Labs,messaging,410Labs produces a suite of socially-productive tools and applications that improve communication and access to information.,operating,2010.0,1,750000.0,USA,1,0.03828738,-0.076468945,52.1
QuantiaMD,social,QuantiaMD is a social learning and collaboration platform designed for physicians to interact with and learn from experts and peers.,operating,2004.0,6,63049041.0,USA,0,0.18704814,-0.24032176,65.2
Movile,mobile,"Movile develops trading platforms and mobile content for mobiles, smartphones and tablets.",operating,2000.0,3,1000000.0,BRA,4,-0.1388725,-0.04018803,48.6
turboBOTZ,games_video,"turboBOTZ is an online platform for gamers to buy, sell or trade new and used video games.",closed,,1,250000.0,USA,5,-0.18061632,0.049193002,34.1
AppGyver,mobile,AppGyver offers a mobile application development platform for web developers.,operating,2011.0,0,0.0,USA,4,-0.1872719,-0.22378671,26.8
ImpressPages,software,ImpressPages CMS is a management system providing its users with tools to manage web content.,operating,2009.0,1,257320.0,LTU,2,-0.053816013,0.107694544,49.4
Shelby.tv,mobile,Shelby TV takes videos from across the web and organizes them based onthe user's preference.,operating,2011.0,4,3925000.0,USA,2,-0.24484575,-0.09663453,61.8
Kindara,mobile,Kindara is a platform thathelps women manage their reproductive health and fertility.,operating,2010.0,1,350000.0,USA,0,0.082012676,-0.014235284,50.7
JumpTheClub,mobile,"JumpTheClubis a free to download, location-based, utility and social media mobile application for smart phones.",operating,2010.0,1,100000.0,USA,4,-0.27224496,-0.29781273,48.5
Savtira Corporation,enterprise,"Savtira delivers an enterprise class e-commerce platform for the marketing, selling and distribution of digital content and physical goods.",closed,,2,0.0,USA,5,-0.10357865,0.27397618,14.0
Breezy,enterprise,Breezy is a cloud-based mobile printing solution that makes it easy to print securely from any device to any printer.,operating,2009.0,1,750000.0,USA,4,-0.036469318,-0.104367584,51.3
Alltuition,finance,Alltuition is an online search engine for students to find suitable loan providers.,operating,2010.0,3,4015000.0,USA,5,-0.049526922,0.19372039,59.1
NovaShunt,medical,NovaShunt is a medical device company developing implantable pump systems that manages fluid balance in the body.,closed,,1,25000000.0,CHE,0,0.33220762,-0.11677176,42.3
SocialMatica,other,"SocialMatica built solutions that organized, analyzed and ranked customers to aid in marketing decisions.",closed,2010.0,2,1276000.0,USA,5,-0.17280662,0.17808715,45.0
Hubkick,software,HubKick is an online collaboration tool that works with ones existing communication platforms to help turn important posts into action.,closed,2011.0,1,112500.0,USA,2,-0.20457822,-0.0812218,39.5
Tracks,social,Tracks lets users create micro-social networks around real world experiences.,operating,,3,1436500.0,USA,2,-0.32436663,-0.19893391,51.2
Take the Interview,software,Take the Interview is an interview management platform helping organizations to hire better people quicker by using video technology.,operating,2011.0,3,3096763.0,USA,2,0.004149124,-0.0942051,59.4
Churn Labs,finance,Churn Labs focuses on building internet and mobile products with the assistance of entrepreneurs.,closed,2011.0,1,0.0,USA,5,-0.06391256,0.11176386,18.8
iota Computing,software,iota Computing is a software and semiconductor development company building core technology for tiny edge devices.,operating,2010.0,4,2331250.0,USA,1,-0.004850626,-0.09038228,60.1
CircleUp,finance,CircleUp is an online platform that provides investors withfree access to direct investments in consumer products and retail companies.,operating,2011.0,2,9000000.0,USA,5,-0.15081054,0.12614918,59.3
Ditto,web,"Ditto is an iPhone app that allows users to get recommendations on restaurants, movies and other activities from their friends.",acquired,2010.0,1,775000.0,USA,4,-0.22445607,-0.15477845,50.1
TapPress,mobile,TapPress was an online publishing platform that enabled users to pick content from blogs and publish in magazine format on iPads.,closed,2010.0,1,2000000.0,SOM,4,-0.17924938,-0.24150385,43.8
PixSense,mobile,PixSense monetizes user generated mobile media and allows users to save and store their mobile phone photos without syncing them with a PC.,operating,2003.0,2,7400000.0,USA,4,-0.07440851,-0.28966385,52.6
Mozido,enterprise,"Mozido provides a platform of cloud-based, white-label, mobile payment, shopping and marketing solutions with real-time customer analytics.",operating,2005.0,3,48689550.0,USA,5,-0.20838434,0.12947819,59.5
Danal d/b/a BilltoMobile,mobile,"BilltoMobile is a provider of mobile business solutions, enabling mobile payments, mobile commerce, marketing, and mobile wallet services.",operating,2006.0,2,14500000.0,USA,4,-0.08016639,-0.05403592,56.2
Triples Media,advertising,Triples media is a digital media company that primarily invests in out-of-home TV media network.,closed,2010.0,2,100000.0,USA,2,-0.048630796,-0.040237617,40.5
EzineArticles,advertising,EzineArticles.com is an online content publishing platform with article submission and analytics tools.,operating,1999.0,0,0.0,USA,2,-0.13773969,0.060140576,17.2
Foodem,hospitality,"Foodem, a B2B online marketplace, is a trading, BI and process automation solution for the food distribution industry.",operating,2010.0,3,875000.0,USA,5,-0.021068446,0.20190036,56.4
Doximity,medical,Doximity is an online professional network for physicians.,operating,2010.0,2,27800000.0,USA,0,0.18781325,-0.21769156,60.5
NxThera,medical,"NxThera develops Rez?m System, a medical device to improve urinary flow of men and develops patient quality of life.",operating,2008.0,2,39800000.0,USA,0,0.31298825,-0.16290462,59.6
POPVOX,government,"POPVOX verifies, aggregates and simplifies communication with Congress on an open, trusted and nonpartisan common ground.",operating,2010.0,1,0.0,USA,3,0.058430977,0.022778826,28.0
Mindshapes,games_video,"Mindshapes is a mobile interactive learning company that makes apps for the iPad, iPhone and iPod Touch.",operating,2010.0,2,9000000.0,GBR,4,-0.10076257,-0.2456311,58.5
StartWire,web,StartWire is a service that allows job seekers to organize applications and get automatic status updates from employers via SMS and email.,operating,2010.0,3,5500000.0,USA,1,-0.08115598,-0.03345701,59.6
Nevro,biotech,Nevro provides pain relief solutions for patients suffering from low back pain and other types of chronic pain.,operating,2010.0,2,106000000.0,USA,0,0.30476928,-0.09474288,62.9
Magnify,games_video,"Magnify provides cloud-based video curation solutions for the online publishing, community and ad network markets.",operating,2006.0,8,4613227.0,USA,2,-0.16225219,-0.0697399,66.1
SilverRail Technologies,travel,"Yapert is a mobile magazine publishing information related to music, entertainment, sports, fashion, fitness and lifestyle.",operating,2009.0,3,29000000.0,GBR,2,-0.1401008,-0.11158165,61.8
Courseload,enterprise,Courseload introduces new tools and features to reduce the cost of education and improve learning outcomes.,operating,2009.0,1,1640000.0,USA,1,0.0499674,-0.028642416,52.7
Bizily,social,Bizily provides a platform for its users to introduce themselves to other people.,closed,2010.0,1,250000.0,USA,2,-0.19435799,-0.07189387,40.1
Involvio,software,Involvio is a social platform for college and university students to find events around them in real-time.,operating,2011.0,1,155000.0,USA,2,-0.1401149,-0.14741169,50.1
Equipio.com,ecommerce,Equipio.com operates as a social shopping site for sportswear and offers recommendations to customers.,closed,,1,161081.0,,5,-0.14057949,0.10046215,33.3
Branding Brand,mobile,Branding Brand is a mobile commerce platform that powers mobile commerce sites and apps for retailers.,operating,2008.0,2,17000000.0,USA,4,-0.062276937,0.022129826,58.0
Altitude Digital,advertising,"Altitude Digital provides online display and video advertising technology, enabling online publishers to optimize ad space and reduce costs.",operating,2009.0,2,5200000.0,USA,2,-0.13087755,-0.010844942,56.7
Core Essence Orthopaedics,biotech,Core Essence Orthopaedics creates products that help high-volume sports medicine procedures involving soft tissue and skeletal repair.,closed,,2,11932029.0,USA,0,0.3821876,-0.11203171,43.0
Gymdeck,mobile,"Gymeck offers mobile apps that enable real-time diary, payments and client management for fitness professionals.",acquired,2011.0,0,0.0,GBR,4,-0.19502813,-0.1946224,24.8
Color Labs Inc.,other,"Color Labs aims to reinvent social interaction through Color, its mobile photo app.",closed,2010.0,2,41000000.0,USA,4,-0.10409138,-0.28039658,51.2
11i Solutions,enterprise,"11i Solutions delivers enterprise-wide security, compliance, data and communications services by streamlining clients' wireless systems.",closed,,1,1800000.0,USA,1,-0.023844846,0.00068428647,37.6
Quote Roller,software,"Quote Roller is web-based software that helps users create, send, organize and track business proposals.",operating,2011.0,2,1305000.0,USA,1,-0.15401638,0.102292284,55.9
Senath Pty Ltd,enterprise,Senath provides a cloud application and services platform for deploying and scaling apps.,operating,2007.0,2,146067.0,AUS,1,-0.07040297,-0.07205443,48.8
Stageit,games_video,Stageit is a web based platform created for artists to deliver and monetize interactive virtual concerts.,operating,2010.0,1,40000.0,USA,2,-0.14923978,-0.05558449,46.9
BugHerd,design,"BugHerd is a bug tracker for web designers and their clients, offering website tools to flag and manage bugs visually.",operating,2011.0,1,550000.0,AUS,2,-0.09060902,-0.062334444,52.3
Grabble,ecommerce,Grabble build products that seamlessly integrate the shopping experience between brick-and-mortar stores and e-commerce.,acquired,2011.0,0,0.0,,5,-0.1374726,0.24365523,24.8
SceneChat,advertising,SceneChat is a self-serve solution for marketers looking to increase video engagement and conversions.,closed,2009.0,1,250000.0,,2,-0.2528214,-0.059636775,39.3
NewAer,mobile,NewAer provides a lightweight mobile software client for smartphones and a robust backend server that can execute complex rule sets.,operating,2010.0,2,0.0,USA,4,-0.084250845,-0.2507876,30.0
rPath,enterprise,"rPath provided an automation platform for application deployment and maintenance across physical, virtual and cloud environments.",closed,2005.0,4,32500000.0,USA,1,0.08630193,0.015630018,50.8
Pinevio,social,Pinevio was a social content discovery platform that enabled users to discover content from people with shared interests.,closed,2011.0,1,22665.0,,2,-0.2574488,-0.1006745,36.7
Nomadica Brainstorming,software,Nomadica Brainstorming partnered with wholly-owned IP projects with the intent of spinning off startups in loosely-related technology areas.,closed,1990.0,1,600000.0,ESP,3,-0.09198915,0.07661453,25.7
LocalResponse,advertising,"LocalResponse, a social advertising platform, aggregates public opinions across multiple platforms and helps businesses plan accordingly.",operating,2010.0,3,8000000.0,USA,2,-0.25167578,0.06324417,60.3
MediaCore,web,"MediaCore provides a solution that enables educational institutes to capture media, build a media library and store content.",operating,2010.0,2,1000000.0,CAN,2,-0.11130435,-0.14896122,54.6
Tabula,semiconductor,"Tabula is a semiconductor manufacturing company developing devices for programmable logic, memory and signal processing applications.",operating,2003.0,2,108000000.0,USA,3,0.1618318,0.042880144,57.3
SparCode,software,"Sparcode is a social commerce venture that allows its members to find, try, buy, rate and share digital goods at discounted prices.",operating,2010.0,1,35000.0,DNK,5,-0.08204787,0.15817934,46.6
latakoo,enterprise,"latakoo is a web servicethat offershigh-speed upload, streaming and delivery of editable HD video without loss of quality.",operating,2010.0,1,2000000.0,USA,2,-0.18770432,-0.053108145,53.8
